abstract,access_type,article_number,authors,citing_paper_count,conference_dates,conference_location,content_type,doi,download_count,eisbn,eissn,end_page,html_url,index_terms,is_open_access,isbn,issn,issue,pdf_url,publication_date,publication_title,publication_year,publisher,start_page,title,volume
"With the rapid development of science and technology, [::artificial::] [::intelligence::] (AI) technology has a high-rapid growth at the same time. Under the background of [::artificial::] [::intelligence::], computer-assisted translation (CAT) was born at the right moment, which not only helps people to learn the methods of translation, but also contributes the better environment for development ...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9262495,Ning Li,0,,,IEEE Conferences,10.1109/ICAIE50891.2020.00034,459,,,117,,,False,,,,,26-28 June 2020,2020 International Conference on [::Artificial::] [::Intelligence::] and Education (ICAIE),2020,IEEE,116,On the Chinese Development of Computer-Assisted Translation under the Background of Artificial Intelligence,
"Introduction The utilization of [::artificial::] [::intelligence::] (AI) technologies in clinical practice is on the rise. While there is strong evidence supporting the notion that AI innovations can enhance patient care, alleviate clinicians&#39; burden, and boost efficiency, the effects of AI on medical training and education are still not clear. Objectif: Describe the knowledge, attitudes, and use ...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10366176,Berrami Hind; Zineb Serhier; Manar Jallal; Mohammed Bennani Othmani,0,,,IEEE Conferences,10.1109/CloudTech58737.2023.10366176,244,,,4,,,False,,,,,21-23 Nov. 2023,2023 IEEE 6th International Conference on Cloud Computing and [::Artificial::] [::Intelligence::]: Technologies and Applications (CloudTech),2023,IEEE,1,"Artificial Intelligence: Perception, Attitudes and Use Among Students at the Casablanca Faculty of Medicine",
"The article considers the rapid technical progress and the concept of [::Artificial::] [::Intelligence::] (AI), developing examples of its application in modern life and its impact on our everyday life. The development of AI is becoming a steady trend in fields from autonomous vehicles to medical diagnostics. The article highlights various aspects of the AI implementation in the activities of the ...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10712621,Inna Sysoieva; Andriy Pukas; Oleh Pohrishchuk; Borys Pohrishchuk; Olena Tsikhanovska; Maria Lyzun,0,,,IEEE Conferences,10.1109/ACIT62333.2024.10712621,120,,,263,,,False,,,,,19-21 Sept. 2024,2024 14th International Conference on Advanced Computer Information Technologies (ACIT),2024,IEEE,259,Artificial Intelligence as an Organized Assembly of Information Technologies for the Goals of Sustainable Development,
"With the rise and development of [::artificial::] [::intelligence::], [::artificial::] [::intelligence::] technology has been widely used in various fields such as medical care, agriculture, finance, social security, and home furnishing. Of course, the field of education is no exception. Vigorously developing [::artificial::] [::intelligence::] education in primary and secondary schools is a new r...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10086270,Yuansheng Zheng; Hu Meng; Weikuan Jia,0,,,IEEE Conferences,10.1109/ITME56794.2022.00043,855,,,166,,,False,,,,,18-20 Nov. 2022,2022 12th International Conference on Information Technology in Medicine and Education (ITME),2022,IEEE,162,Application Research and Challenges of Artificial Intelligence in Primary and Secondary Education,
"The application of [::artificial::] [::intelligence::] in the field of English teaching is built on the basis of computer and network technology, through the construction of intelligent learning environment, to provide students with more convenient and efficient online personalized learning system. This paper aims to analyze and study the combination of [::artificial::] [::intelligence::] and trad...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10708820,Yanhui Jing; Guifu Jia,0,,,IEEE Conferences,10.1109/AIARS63200.2024.00090,348,,,460,,,False,,,,,29-31 July 2024,2024 3rd International Conference on [::Artificial::] [::Intelligence::] and Autonomous Robot Systems (AIARS),2024,IEEE,455,Application of Artificial Intelligence (AI) Technology in Intelligent Recommendation of English Personalized Learning System,
"This study examines AI-based education projects led by Turkey&#39;s Ministry of National Education. AI integration aims to enhance student achievement, optimize teaching, and support pedagogical practices. Intelligent tutoring systems, personalized learning platforms, and automated assessments provide individualized learning experiences, improving educational effectiveness. Under Turkey&#39;s 2021–2025 Na...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11011998,Songül Karabatak; Sevinç Ay; Murat Karabatak,0,,,IEEE Conferences,10.1109/ISDFS65363.2025.11011998,63,,,4,,,False,,,,,24-25 April 2025,2025 13th International Symposium on Digital Forensics and Security (ISDFS),2025,IEEE,1,Artificial Intelligence Applications in Education Within the Scope of the National Artificial Intelligence Strategy in Turkey,
"[::Artificial::] [::intelligence::] is a fashionable topic in the current world. In the domain of [::artificial::] [::intelligence::], the most basic concept is [::intelligence::]. How to judge whether a machine or program has [::intelligence::] is an important problem. By studying the famous original paper &#34;computing machine and [::intelligence::]&#34; which proposed Turing test, and combining with t...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9898765,Weimin Ouyang; Haowen Feng,0,,,IEEE Conferences,10.1109/AIE57029.2022.00064,715,,,300,,,False,,,,,2-4 Aug. 2022,2022 International Conference on [::Artificial::] [::Intelligence::] in Everything (AIE),2022,IEEE,297,Critical Thinking on the Turing Test as a Standard for Testing Artificial Intelligence,
"AI has been a disruptive force in numerous fields like banking, healthcare, education, and transportation. This paper examines the basics of AI technology, key applications, major challenges, and potential future for [::artificial::] [::intelligence::]. The 1950s saw the development of AI, which has since experienced significant developments. Moreover, [::Artificial::] [::Intelligence::] was accel...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10882203,Edidiong Akpabio; Supriya Narad; Pranjali Ulhe,0,,,IEEE Conferences,10.1109/ICAIQSA64000.2024.10882203,307,,,6,,,False,,,,,20-21 Dec. 2024,2024 International Conference on [::Artificial::] [::Intelligence::] and Quantum Computation-Based Sensor Application (ICAIQSA),2024,IEEE,1,"The Evolution and Impact of Artificial Intelligence its Applications, Challenges, and Future Directions: A Review",
"With the rapid development of [::artificial::] [::intelligence::], the ethical issues of [::artificial::] [::intelligence::] have become increasingly prominent. This paper discusses the problems of data security, bias and the implantation of morality and values in the ethics of [::artificial::] [::intelligence::] algorithms, and systematically and comprehensively expounds the main solutions to the...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10692746,Xinying Xu,0,,,IEEE Conferences,10.1109/IoTAAI62601.2024.10692746,536,,,503,,,False,,,,,26-28 July 2024,"2024 6th International Conference on Internet of Things, Automation and [::Artificial::] [::Intelligence::] (IoTAAI)",2024,IEEE,499,Research on Algorithmic Ethics in Artificial Intelligence,
"In the field of [::artificial::] [::intelligence::], its applications have penetrated into daily life, such as smart home appliances, navigation, and medical treatment. This article introduces the design and implementation of an intelligent machine learning system based on [::artificial::] [::intelligence::] computing. This system utilizes [::artificial::] [::intelligence::] algorithms to analyze ...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10361138,Yanqin Cao,0,,,IEEE Conferences,10.1109/ICDACAI59742.2023.00141,762,,,711,,,False,,,,,17-19 Oct. 2023,"2023 2nd International Conference on Data Analytics, Computing and [::Artificial::] [::Intelligence::] (ICDACAI)",2023,IEEE,707,Design and Implementation of an Intelligent Machine Learning System Based on Artificial Intelligence Computing,
"[::Artificial::] [::intelligence::] vocational education needs to adapt to the changing process of technological development in the times, timely apply STEM educational concepts, innovate educational models, and change teaching content and curriculum teaching methods. Through classroom teaching experiments and tracking records of student development in this project, it is shown that the applicatio...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11157975,Xixi Gu; Lifang Su,0,,,IEEE Conferences,10.1109/ICAIE64856.2025.11157975,6,,,392,,,False,,,,,14-16 May 2025,2025 5th International Conference on [::Artificial::] [::Intelligence::] and Education (ICAIE),2025,IEEE,388,Teaching Practice and Mechanism Innovation of Artificial Intelligence Vocational Education Integrating STEM Model,
"This work presents the factors that determine the degree of [::intelligence::] of [::artificial::] [::intelligence::] (AI) systems. A methodology for determining the degree of [::intelligence::] of AI systems is proposed. The concepts of [::intelligence::] quotient of [::artificial::] [::intelligence::] systems (AISIQ), average level of [::intelligence::] of AI systems, and correction factor for t...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10307831,Aldeniz Rashidov,0,,,IEEE Conferences,10.1109/ICCCNT56998.2023.10307831,309,,,6,,,False,,,,,6-8 July 2023,2023 14th International Conference on Computing Communication and Networking Technologies (ICCCNT),2023,IEEE,1,Determining of the degree of intelligence of artificial intelligence systems,
